set,type,period,name,date,holofoil_price,volume
SWSH12,Card,3M,Lugia v 186,5/4 to 5/6,$275.81,10
SWSH12,Card,3M,Lugia v 186,5/5 to 5/7,$274.87,7
SWSH12,Card,3M,Lugia v 186,5/6 to 5/8,$273.93,7
SWSH12,Card,3M,Lugia v 186,5/7 to 5/9,$273.49,2
SWSH12,Card,3M,Lugia v 186,5/8 to 5/10,$272.99,1
SWSH12,Card,3M,Lugia v 186,5/9 to 5/11,$272.21,4
SWSH12,Card,3M,Lugia v 186,6/1 to 6/3,$272.17,3
SWSH12,Card,3M,Lugia v 186,6/10 to 6/12,$266.51,3
SWSH12,Card,3M,Lugia v 186,6/11 to 6/13,$267.44,1
SWSH12,Card,3M,Lugia v 186,6/12 to 6/14,$269.13,2
SWSH12,Card,3M,Lugia v 186,6/13 to 6/15,$270.81,2
SWSH12,Card,3M,Lugia v 186,6/14 to 6/16,$271.45,3
SWSH12,Card,3M,Lugia v 186,6/15 to 6/17,$271.34,2
SWSH12,Card,3M,Lugia v 186,6/16 to 6/18,$269.84,5
SWSH12,Card,3M,Lugia v 186,6/17 to 6/19,$268.45,4
SWSH12,Card,3M,Lugia v 186,6/18 to 6/20,$267.12,5
SWSH12,Card,3M,Lugia v 186,6/19 to 6/21,$267.36,3
SWSH12,Card,3M,Lugia v 186,6/2 to 6/4,$271.66,4
SWSH12,Card,3M,Lugia v 186,6/20 to 6/22,$266.99,4
SWSH12,Card,3M,Lugia v 186,6/21 to 6/23,$264.56,11
SWSH12,Card,3M,Lugia v 186,6/22 to 6/24,$262.13,12
SWSH12,Card,3M,Lugia v 186,6/23 to 6/25,$259.97,11
SWSH12,Card,3M,Lugia v 186,6/24 to 6/26,$260.03,4
SWSH12,Card,3M,Lugia v 186,6/25 to 6/27,$259.67,4
SWSH12,Card,3M,Lugia v 186,6/26 to 6/28,$259.63,3
SWSH12,Card,3M,Lugia v 186,6/27 to 6/29,$257.93,4
SWSH12,Card,3M,Lugia v 186,6/28 to 6/30,$256.30,3
SWSH12,Card,3M,Lugia v 186,6/29 to 7/1,$254.51,5
SWSH12,Card,3M,Lugia v 186,6/3 to 6/5,$271.15,3
SWSH12,Card,3M,Lugia v 186,6/30 to 7/2,$254.34,4
SWSH12,Card,3M,Lugia v 186,6/4 to 6/6,$272.03,2
SWSH12,Card,3M,Lugia v 186,6/5 to 6/7,$273.22,1
SWSH12,Card,3M,Lugia v 186,6/6 to 6/8,$274.02,3
SWSH12,Card,3M,Lugia v 186,6/7 to 6/9,$272.45,16
SWSH12,Card,3M,Lugia v 186,6/8 to 6/10,$269.64,19
SWSH12,Card,3M,Lugia v 186,6/9 to 6/11,$267.48,17
SWSH12,Card,3M,Lugia v 186,7/1 to 7/3,$254.57,4
SWSH12,Card,3M,Lugia v 186,7/10 to 7/12,$258.95,2
SWSH12,Card,3M,Lugia v 186,7/11 to 7/13,$259.24,2
SWSH12,Card,3M,Lugia v 186,7/12 to 7/14,$259.35,2
SWSH12,Card,3M,Lugia v 186,7/13 to 7/15,$261.84,5
SWSH12,Card,3M,Lugia v 186,7/14 to 7/16,$264.87,6
SWSH12,Card,3M,Lugia v 186,7/15 to 7/17,$268.42,8
SWSH12,Card,3M,Lugia v 186,7/16 to 7/18,$269.79,6
SWSH12,Card,3M,Lugia v 186,7/17 to 7/19,$274.84,17
SWSH12,Card,3M,Lugia v 186,7/18 to 7/20,$279.86,15
SWSH12,Card,3M,Lugia v 186,7/19 to 7/21,$269.79,0
SWSH12,Card,3M,Lugia v 186,7/2 to 7/4,$255.16,4
SWSH12,Card,3M,Lugia v 186,7/20 to 7/22,$274.84,0
SWSH12,Card,3M,Lugia v 186,7/21 to 7/23,$279.86,0
SWSH12,Card,3M,Lugia v 186,7/3 to 7/5,$255.85,5
SWSH12,Card,3M,Lugia v 186,7/4 to 7/6,$256.29,5
SWSH12,Card,3M,Lugia v 186,7/5 to 7/7,$257.48,14
SWSH12,Card,3M,Lugia v 186,7/6 to 7/8,$258.17,13
SWSH12,Card,3M,Lugia v 186,7/7 to 7/9,$258.90,12
SWSH12,Card,3M,Lugia v 186,7/8 to 7/10,$258.66,1
SWSH12,Card,3M,Lugia v 186,7/9 to 7/11,$258.65,1
